transaction_id,sender_id,receiver_id,amount,timestamp,is_fraud,type
TXN_8274,ACC_327,ACC_140,9.76,2025-10-23 15:20:16.035618,0,TRANSFER
TXN_6751,ACC_107,ACC_955,24.94,2025-10-23 15:20:55.035618,0,TRANSFER
TXN_9423,ACC_727,ACC_732,42.46,2025-10-23 15:29:16.035618,0,TRANSFER
TXN_3462,ACC_21,ACC_635,91.83,2025-10-23 15:33:48.035618,0,TRANSFER
TXN_1731,ACC_27,ACC_407,21.44,2025-10-23 15:36:01.035618,0,TRANSFER
TXN_6961,ACC_866,ACC_520,12.23,2025-10-23 15:37:59.035618,0,TRANSFER
TXN_6180,ACC_603,ACC_847,30.07,2025-10-23 15:38:11.035618,0,TRANSFER
TXN_3650,ACC_139,ACC_204,9.25,2025-10-23 15:47:36.035618,0,TRANSFER
TXN_141,ACC_642,ACC_21,14.52,2025-10-23 15:53:26.035618,0,TRANSFER
TXN_1203,ACC_99,ACC_713,41.1,2025-10-23 15:56:10.035618,0,TRANSFER
TXN_8372,ACC_753,ACC_314,18.39,2025-10-23 15:57:43.035618,0,TRANSFER
TXN_7859,ACC_699,ACC_857,69.21,2025-10-23 16:09:22.035618,0,TRANSFER
TXN_7109,ACC_740,ACC_178,22.47,2025-10-23 16:14:51.035618,0,TRANSFER
TXN_7725,ACC_8,ACC_524,55.53,2025-10-23 16:21:58.035618,0,TRANSFER
TXN_5712,ACC_894,ACC_567,2.44,2025-10-23 16:27:01.035618,0,TRANSFER
TXN_6741,ACC_382,ACC_879,135.35,2025-10-23 16:30:06.035618,0,TRANSFER
TXN_515,ACC_825,ACC_921,25.9,2025-10-23 16:30:32.035618,0,TRANSFER
TXN_9016,ACC_62,ACC_306,21.17,2025-10-23 16:37:39.035618,0,TRANSFER
TXN_8725,ACC_870,ACC_515,6.47,2025-10-23 16:37:42.035618,0,TRANSFER
TXN_5809,ACC_369,ACC_779,9.45,2025-10-23 16:40:42.035618,0,TRANSFER
TXN_8718,ACC_369,ACC_14,51.72,2025-10-23 16:42:44.035618,0,TRANSFER
TXN_2704,ACC_439,ACC_229,52.11,2025-10-23 16:47:07.035618,0,TRANSFER
TXN_6393,ACC_739,ACC_522,63.36,2025-10-23 16:48:50.035618,0,TRANSFER
TXN_530,ACC_451,ACC_73,40.73,2025-10-23 16:53:19.035618,0,TRANSFER
TXN_2359,ACC_583,ACC_560,12.04,2025-10-23 16:53:34.035618,0,TRANSFER
TXN_6522,ACC_936,ACC_439,6.39,2025-10-23 16:54:54.035618,0,TRANSFER
TXN_3891,ACC_230,ACC_721,32.69,2025-10-23 17:02:08.035618,0,TRANSFER
TXN_9058,ACC_70,ACC_683,119.74,2025-10-23 17:02:32.035618,0,TRANSFER
TXN_1765,ACC_211,ACC_999,12.21,2025-10-23 17:08:17.035618,0,TRANSFER
TXN_2800,ACC_388,ACC_191,17.74,2025-10-23 17:14:35.035618,0,TRANSFER
TXN_4841,ACC_144,ACC_778,21.41,2025-10-23 17:22:30.035618,0,TRANSFER
TXN_416,ACC_375,ACC_818,15.76,2025-10-23 17:26:04.035618,0,TRANSFER
TXN_1756,ACC_291,ACC_352,28.24,2025-10-23 17:26:55.035618,0,TRANSFER
TXN_4562,ACC_533,ACC_335,8.42,2025-10-23 17:37:18.035618,0,TRANSFER
TXN_2938,ACC_179,ACC_557,10.39,2025-10-23 17:37:30.035618,0,TRANSFER
TXN_8278,ACC_560,ACC_303,24.47,2025-10-23 17:37:50.035618,0,TRANSFER
TXN_5734,ACC_59,ACC_641,10.08,2025-10-23 17:40:34.035618,0,TRANSFER
TXN_1951,ACC_55,ACC_122,1.98,2025-10-23 17:43:59.035618,0,TRANSFER
TXN_4969,ACC_862,ACC_79,2.2,2025-10-23 17:49:42.035618,0,TRANSFER
TXN_2343,ACC_69,ACC_392,22.88,2025-10-23 17:50:48.035618,0,TRANSFER
TXN_1274,ACC_708,ACC_851,54.5,2025-10-23 17:50:48.035618,0,TRANSFER
TXN_4109,ACC_210,ACC_83,7.25,2025-10-23 17:57:19.035618,0,TRANSFER
TXN_7365,ACC_975,ACC_470,20.37,2025-10-23 17:59:07.035618,0,TRANSFER
TXN_4097,ACC_807,ACC_62,13.67,2025-10-23 18:03:54.035618,0,TRANSFER
TXN_1801,ACC_323,ACC_370,14.14,2025-10-23 18:04:11.035618,0,TRANSFER
TXN_3452,ACC_307,ACC_645,6.26,2025-10-23 18:06:24.035618,0,TRANSFER
TXN_9493,ACC_188,ACC_909,36.08,2025-10-23 18:09:14.035618,0,TRANSFER
TXN_229,ACC_72,ACC_832,1.14,2025-10-23 18:32:34.035618,0,TRANSFER
TXN_1906,ACC_558,ACC_539,4.7,2025-10-23 18:36:31.035618,0,TRANSFER
TXN_8971,ACC_318,ACC_605,4.7,2025-10-23 18:39:01.035618,0,TRANSFER
TXN_4174,ACC_922,ACC_734,17.06,2025-10-23 18:44:01.035618,0,TRANSFER
TXN_4803,ACC_598,ACC_176,320.29,2025-10-23 18:45:01.035618,0,TRANSFER
TXN_7840,ACC_269,ACC_444,207.97,2025-10-23 18:53:09.035618,0,TRANSFER
TXN_7624,ACC_356,ACC_614,19.6,2025-10-23 19:06:38.035618,0,TRANSFER
TXN_5989,ACC_475,ACC_443,4.5,2025-10-23 19:18:51.035618,0,TRANSFER
TXN_1520,ACC_311,ACC_389,229.29,2025-10-23 19:20:10.035618,0,TRANSFER
TXN_107,ACC_431,ACC_815,2.57,2025-10-23 19:26:02.035618,0,TRANSFER
TXN_6904,ACC_9,ACC_21,27.23,2025-10-23 19:35:09.035618,0,TRANSFER
TXN_3376,ACC_577,ACC_909,6.93,2025-10-23 19:36:31.035618,0,TRANSFER
TXN_5207,ACC_894,ACC_942,31.06,2025-10-23 19:38:58.035618,0,TRANSFER
TXN_8966,ACC_643,ACC_42,26.79,2025-10-23 19:45:33.035618,0,TRANSFER
TXN_309,ACC_123,ACC_674,45.26,2025-10-23 19:46:39.035618,0,TRANSFER
TXN_1391,ACC_173,ACC_248,15.75,2025-10-23 19:47:13.035618,0,TRANSFER
TXN_6232,ACC_316,ACC_162,20.97,2025-10-23 19:54:39.035618,0,TRANSFER
TXN_5412,ACC_819,ACC_959,46.87,2025-10-23 20:02:19.035618,0,TRANSFER
TXN_9050,ACC_765,ACC_757,81.74,2025-10-23 20:04:10.035618,0,TRANSFER
TXN_55,ACC_262,ACC_838,64.01,2025-10-23 20:04:27.035618,0,TRANSFER
TXN_8880,ACC_245,ACC_823,29.33,2025-10-23 20:04:32.035618,0,TRANSFER
TXN_7279,ACC_515,ACC_510,175.39,2025-10-23 20:10:24.035618,0,TRANSFER
TXN_3011,ACC_909,ACC_111,52.5,2025-10-23 20:13:50.035618,0,TRANSFER
TXN_4568,ACC_222,ACC_497,21.09,2025-10-23 20:13:50.035618,0,TRANSFER
TXN_4839,ACC_690,ACC_413,27.41,2025-10-23 20:19:35.035618,0,TRANSFER
TXN_6731,ACC_189,ACC_492,3.93,2025-10-23 20:23:13.035618,0,TRANSFER
TXN_5550,ACC_732,ACC_90,15.89,2025-10-23 20:24:00.035618,0,TRANSFER
TXN_8537,ACC_918,ACC_469,10.17,2025-10-23 20:24:46.035618,0,TRANSFER
TXN_9135,ACC_321,ACC_28,30.94,2025-10-23 20:35:08.035618,0,TRANSFER
TXN_2015,ACC_252,ACC_965,19.6,2025-10-23 20:36:20.035618,0,TRANSFER
TXN_4951,ACC_637,ACC_519,6.8,2025-10-23 20:53:07.035618,0,TRANSFER
TXN_5506,ACC_904,ACC_539,5.64,2025-10-23 20:56:44.035618,0,TRANSFER
TXN_1472,ACC_104,ACC_551,12.26,2025-10-23 21:00:30.035618,0,TRANSFER
TXN_7498,ACC_683,ACC_698,8.09,2025-10-23 21:00:36.035618,0,TRANSFER
TXN_779,ACC_940,ACC_893,15.28,2025-10-23 21:16:04.035618,0,TRANSFER
TXN_1487,ACC_272,ACC_670,5.13,2025-10-23 21:18:27.035618,0,TRANSFER
TXN_6482,ACC_245,ACC_534,36.84,2025-10-23 21:19:46.035618,0,TRANSFER
TXN_6973,ACC_814,ACC_227,22.44,2025-10-23 21:20:28.035618,0,TRANSFER
TXN_1633,ACC_499,ACC_119,4.41,2025-10-23 21:22:23.035618,0,TRANSFER
TXN_936,ACC_779,ACC_600,31.27,2025-10-23 21:29:54.035618,0,TRANSFER
TXN_9080,ACC_667,ACC_58,4.39,2025-10-23 21:30:23.035618,0,TRANSFER
TXN_8703,ACC_352,ACC_831,98.36,2025-10-23 21:31:19.035618,0,TRANSFER
TXN_2175,ACC_209,ACC_630,6.31,2025-10-23 21:44:19.035618,0,TRANSFER
TXN_3158,ACC_537,ACC_258,31.77,2025-10-23 21:48:00.035618,0,TRANSFER
TXN_4368,ACC_518,ACC_502,65.06,2025-10-23 21:50:24.035618,0,TRANSFER
TXN_3765,ACC_717,ACC_506,30.79,2025-10-23 21:52:40.035618,0,TRANSFER
TXN_5695,ACC_896,ACC_678,26.45,2025-10-23 22:01:42.035618,0,TRANSFER
TXN_7383,ACC_272,ACC_314,43.55,2025-10-23 22:08:43.035618,0,TRANSFER
TXN_1247,ACC_835,ACC_145,46.88,2025-10-23 22:12:16.035618,0,TRANSFER
TXN_6953,ACC_78,ACC_941,5.43,2025-10-23 22:13:31.035618,0,TRANSFER
TXN_5193,ACC_227,ACC_75,4.68,2025-10-23 22:14:31.035618,0,TRANSFER
TXN_822,ACC_709,ACC_852,16.93,2025-10-23 22:16:16.035618,0,TRANSFER
TXN_9356,ACC_351,ACC_261,16.9,2025-10-23 22:25:19.035618,0,TRANSFER
TXN_1424,ACC_644,ACC_298,23.02,2025-10-23 22:35:47.035618,0,TRANSFER
TXN_9324,ACC_935,ACC_29,71.59,2025-10-23 22:36:09.035618,0,TRANSFER
TXN_3162,ACC_459,ACC_777,22.75,2025-10-23 22:39:24.035618,0,TRANSFER
TXN_4417,ACC_5,ACC_579,24.17,2025-10-23 22:46:12.035618,0,TRANSFER
TXN_3203,ACC_814,ACC_667,34.71,2025-10-23 22:46:36.035618,0,TRANSFER
TXN_8658,ACC_890,ACC_277,60.81,2025-10-23 22:47:22.035618,0,TRANSFER
TXN_3731,ACC_101,ACC_305,18.67,2025-10-23 22:48:16.035618,0,TRANSFER
TXN_2939,ACC_759,ACC_511,23.75,2025-10-23 22:48:42.035618,0,TRANSFER
TXN_7673,ACC_418,ACC_628,21.46,2025-10-23 23:05:08.035618,0,TRANSFER
TXN_5059,ACC_344,ACC_361,11.42,2025-10-23 23:11:58.035618,0,TRANSFER
TXN_6442,ACC_474,ACC_118,90.19,2025-10-23 23:12:07.035618,0,TRANSFER
TXN_9065,ACC_206,ACC_149,31.01,2025-10-23 23:14:55.035618,0,TRANSFER
TXN_3000,ACC_610,ACC_916,13.76,2025-10-23 23:16:01.035618,0,TRANSFER
TXN_9025,ACC_220,ACC_428,19.26,2025-10-23 23:19:23.035618,0,TRANSFER
TXN_3013,ACC_195,ACC_22,21.41,2025-10-23 23:21:49.035618,0,TRANSFER
TXN_3397,ACC_933,ACC_122,73.99,2025-10-23 23:26:21.035618,0,TRANSFER
TXN_3224,ACC_331,ACC_760,6.9,2025-10-23 23:30:06.035618,0,TRANSFER
TXN_8876,ACC_66,ACC_126,37.88,2025-10-23 23:31:12.035618,0,TRANSFER
TXN_933,ACC_817,ACC_328,75.28,2025-10-23 23:37:30.035618,0,TRANSFER
TXN_8918,ACC_992,ACC_775,10.61,2025-10-23 23:48:14.035618,0,TRANSFER
TXN_4474,ACC_600,ACC_923,14.76,2025-10-23 23:55:06.035618,0,TRANSFER
TXN_8481,ACC_836,ACC_473,6.76,2025-10-23 23:57:00.035618,0,TRANSFER
TXN_7358,ACC_794,ACC_834,11.6,2025-10-23 23:58:54.035618,0,TRANSFER
TXN_49,ACC_198,ACC_908,13.99,2025-10-23 23:59:25.035618,0,TRANSFER
TXN_7964,ACC_655,ACC_213,47.9,2025-10-24 00:03:30.035618,0,TRANSFER
TXN_6797,ACC_963,ACC_810,10.17,2025-10-24 00:10:46.035618,0,TRANSFER
TXN_5373,ACC_838,ACC_204,21.61,2025-10-24 00:13:38.035618,0,TRANSFER
TXN_1589,ACC_721,ACC_769,2.77,2025-10-24 00:16:48.035618,0,TRANSFER
TXN_1003,ACC_769,ACC_757,41.9,2025-10-24 00:22:50.035618,0,TRANSFER
TXN_7024,ACC_733,ACC_809,32.16,2025-10-24 00:29:06.035618,0,TRANSFER
TXN_8685,ACC_159,ACC_564,14.1,2025-10-24 00:30:09.035618,0,TRANSFER
TXN_5546,ACC_231,ACC_778,35.11,2025-10-24 00:37:21.035618,0,TRANSFER
TXN_7503,ACC_991,ACC_990,7.74,2025-10-24 00:39:01.035618,0,TRANSFER
TXN_7501,ACC_342,ACC_689,26.96,2025-10-24 00:42:41.035618,0,TRANSFER
TXN_7075,ACC_875,ACC_233,10.03,2025-10-24 00:43:12.035618,0,TRANSFER
TXN_1601,ACC_48,ACC_731,78.82,2025-10-24 00:46:27.035618,0,TRANSFER
TXN_6478,ACC_121,ACC_696,42.65,2025-10-24 00:47:36.035618,0,TRANSFER
TXN_6799,ACC_835,ACC_241,128.38,2025-10-24 00:48:22.035618,0,TRANSFER
TXN_7349,ACC_591,ACC_108,4.26,2025-10-24 01:00:19.035618,0,TRANSFER
TXN_3509,ACC_671,ACC_247,11.85,2025-10-24 01:04:21.035618,0,TRANSFER
TXN_4875,ACC_840,ACC_102,10.57,2025-10-24 01:10:00.035618,0,TRANSFER
TXN_924,ACC_365,ACC_506,42.46,2025-10-24 01:10:54.035618,0,TRANSFER
TXN_3991,ACC_959,ACC_243,5.51,2025-10-24 01:13:06.035618,0,TRANSFER
TXN_7289,ACC_31,ACC_529,7.93,2025-10-24 01:18:49.035618,0,TRANSFER
TXN_9232,ACC_190,ACC_541,23.31,2025-10-24 01:24:57.035618,0,TRANSFER
TXN_7801,ACC_933,ACC_90,9.1,2025-10-24 01:25:24.035618,0,TRANSFER
TXN_6316,ACC_267,ACC_507,7.6,2025-10-24 01:28:52.035618,0,TRANSFER
TXN_9092,ACC_899,ACC_904,59.18,2025-10-24 01:29:04.035618,0,TRANSFER
TXN_2551,ACC_183,ACC_24,41.01,2025-10-24 01:29:47.035618,0,TRANSFER
TXN_3614,ACC_268,ACC_443,56.33,2025-10-24 01:31:06.035618,0,TRANSFER
TXN_9503,ACC_378,ACC_154,14.33,2025-10-24 01:35:33.035618,0,TRANSFER
TXN_3769,ACC_96,ACC_375,5.02,2025-10-24 01:37:33.035618,0,TRANSFER
TXN_2134,ACC_337,ACC_503,4.2,2025-10-24 01:38:20.035618,0,TRANSFER
TXN_1878,ACC_267,ACC_446,8.48,2025-10-24 01:39:36.035618,0,TRANSFER
TXN_7429,ACC_234,ACC_769,42.71,2025-10-24 01:47:28.035618,0,TRANSFER
TXN_4165,ACC_820,ACC_755,13.84,2025-10-24 01:47:28.035618,0,TRANSFER
TXN_313,ACC_99,ACC_689,6.33,2025-10-24 01:49:59.035618,0,TRANSFER
TXN_1161,ACC_665,ACC_947,15.48,2025-10-24 01:53:30.035618,0,TRANSFER
TXN_62,ACC_490,ACC_928,4.82,2025-10-24 01:55:22.035618,0,TRANSFER
TXN_7574,ACC_890,ACC_703,68.89,2025-10-24 02:00:33.035618,0,TRANSFER
TXN_4,ACC_762,ACC_467,51.53,2025-10-24 02:01:20.035618,0,TRANSFER
TXN_3063,ACC_91,ACC_145,4.07,2025-10-24 02:01:55.035618,0,TRANSFER
TXN_2085,ACC_208,ACC_862,6.32,2025-10-24 02:06:49.035618,0,TRANSFER
TXN_8565,ACC_196,ACC_233,47.39,2025-10-24 02:09:31.035618,0,TRANSFER
TXN_1735,ACC_551,ACC_135,172.48,2025-10-24 02:12:09.035618,0,TRANSFER
TXN_4812,ACC_286,ACC_961,35.31,2025-10-24 02:12:46.035618,0,TRANSFER
TXN_8105,ACC_871,ACC_46,16.17,2025-10-24 02:22:49.035618,0,TRANSFER
TXN_6143,ACC_768,ACC_902,11.4,2025-10-24 02:22:51.035618,0,TRANSFER
TXN_9064,ACC_237,ACC_498,43.21,2025-10-24 02:24:18.035618,0,TRANSFER
TXN_7407,ACC_231,ACC_803,48.95,2025-10-24 02:28:29.035618,0,TRANSFER
TXN_3039,ACC_185,ACC_190,34.04,2025-10-24 02:29:24.035618,0,TRANSFER
TXN_9176,ACC_285,ACC_536,166.92,2025-10-24 02:33:30.035618,0,TRANSFER
TXN_2464,ACC_19,ACC_50,15.3,2025-10-24 02:34:12.035618,0,TRANSFER
TXN_8111,ACC_844,ACC_842,12.82,2025-10-24 02:44:28.035618,0,TRANSFER
TXN_8573,ACC_113,ACC_589,123.33,2025-10-24 02:45:37.035618,0,TRANSFER
TXN_7688,ACC_781,ACC_929,12.6,2025-10-24 02:48:04.035618,0,TRANSFER
TXN_3746,ACC_960,ACC_345,12.63,2025-10-24 02:48:54.035618,0,TRANSFER
TXN_1215,ACC_462,ACC_702,19.53,2025-10-24 03:03:50.035618,0,TRANSFER
TXN_7565,ACC_113,ACC_356,36.91,2025-10-24 03:07:08.035618,0,TRANSFER
TXN_660,ACC_142,ACC_1,6.39,2025-10-24 03:12:20.035618,0,TRANSFER
TXN_5452,ACC_657,ACC_661,33.26,2025-10-24 03:16:56.035618,0,TRANSFER
TXN_763,ACC_637,ACC_43,27.62,2025-10-24 03:19:25.035618,0,TRANSFER
TXN_6269,ACC_385,ACC_29,13.85,2025-10-24 03:20:36.035618,0,TRANSFER
TXN_8213,ACC_814,ACC_965,14.41,2025-10-24 03:21:42.035618,0,TRANSFER
TXN_6492,ACC_995,ACC_540,16.7,2025-10-24 03:21:54.035618,0,TRANSFER
TXN_494,ACC_908,ACC_890,11.83,2025-10-24 03:25:00.035618,0,TRANSFER
TXN_1780,ACC_111,ACC_223,72.33,2025-10-24 03:46:51.035618,0,TRANSFER
TXN_3831,ACC_15,ACC_264,5.47,2025-10-24 03:49:22.035618,0,TRANSFER
TXN_810,ACC_317,ACC_94,42.38,2025-10-24 03:55:04.035618,0,TRANSFER
TXN_2717,ACC_565,ACC_716,2.73,2025-10-24 03:57:20.035618,0,TRANSFER
TXN_5591,ACC_149,ACC_13,1.45,2025-10-24 03:57:47.035618,0,TRANSFER
TXN_9313,ACC_71,ACC_64,14.52,2025-10-24 04:00:02.035618,0,TRANSFER
TXN_8264,ACC_564,ACC_83,12.12,2025-10-24 04:10:12.035618,0,TRANSFER
TXN_9255,ACC_798,ACC_616,6.52,2025-10-24 04:15:36.035618,0,TRANSFER
TXN_4973,ACC_40,ACC_951,59.02,2025-10-24 04:23:12.035618,0,TRANSFER
TXN_4428,ACC_729,ACC_499,4.13,2025-10-24 04:30:13.035618,0,TRANSFER
TXN_7907,ACC_920,ACC_26,37.72,2025-10-24 04:32:36.035618,0,TRANSFER
TXN_9994,ACC_749,ACC_834,3969.4,2025-10-24 04:38:45.035618,1,TRANSFER
TXN_7469,ACC_769,ACC_360,6.91,2025-10-24 04:39:22.035618,0,TRANSFER
TXN_4819,ACC_321,ACC_529,32.45,2025-10-24 04:39:47.035618,0,TRANSFER
TXN_6500,ACC_106,ACC_969,8.09,2025-10-24 04:42:53.035618,0,TRANSFER
TXN_8515,ACC_438,ACC_420,21.1,2025-10-24 04:44:48.035618,0,TRANSFER
TXN_8628,ACC_753,ACC_584,5.02,2025-10-24 04:45:40.035618,0,TRANSFER
TXN_7865,ACC_399,ACC_999,5.43,2025-10-24 04:50:27.035618,0,TRANSFER
TXN_5710,ACC_132,ACC_414,2.43,2025-10-24 04:52:19.035618,0,TRANSFER
TXN_7547,ACC_597,ACC_754,127.87,2025-10-24 04:57:40.035618,0,TRANSFER
TXN_7183,ACC_463,ACC_354,58.95,2025-10-24 04:59:50.035618,0,TRANSFER
TXN_2137,ACC_166,ACC_4,5.72,2025-10-24 05:01:05.035618,0,TRANSFER
TXN_8156,ACC_531,ACC_533,42.1,2025-10-24 05:05:51.035618,0,TRANSFER
TXN_3497,ACC_916,ACC_561,17.52,2025-10-24 05:30:18.035618,0,TRANSFER
TXN_1213,ACC_110,ACC_919,8.93,2025-10-24 05:33:39.035618,0,TRANSFER
TXN_2679,ACC_975,ACC_457,24.28,2025-10-24 05:33:52.035618,0,TRANSFER
TXN_1771,ACC_955,ACC_687,8.45,2025-10-24 05:36:26.035618,0,TRANSFER
TXN_9378,ACC_952,ACC_355,10.08,2025-10-24 05:37:30.035618,0,TRANSFER
TXN_962,ACC_76,ACC_310,16.59,2025-10-24 05:47:07.035618,0,TRANSFER
TXN_6408,ACC_298,ACC_968,10.56,2025-10-24 05:50:11.035618,0,TRANSFER
TXN_28,ACC_496,ACC_113,13.3,2025-10-24 05:59:30.035618,0,TRANSFER
TXN_2595,ACC_81,ACC_828,43.81,2025-10-24 06:02:34.035618,0,TRANSFER
TXN_3569,ACC_719,ACC_492,57.42,2025-10-24 06:05:00.035618,0,TRANSFER
TXN_3877,ACC_556,ACC_33,41.59,2025-10-24 06:06:08.035618,0,TRANSFER
TXN_1533,ACC_424,ACC_350,12.7,2025-10-24 06:07:38.035618,0,TRANSFER
TXN_4117,ACC_755,ACC_881,11.19,2025-10-24 06:12:15.035618,0,TRANSFER
TXN_217,ACC_365,ACC_936,28.67,2025-10-24 06:15:46.035618,0,TRANSFER
TXN_9714,ACC_255,ACC_925,65.26,2025-10-24 06:15:48.035618,0,TRANSFER
TXN_1725,ACC_102,ACC_423,18.91,2025-10-24 06:18:25.035618,0,TRANSFER
TXN_6324,ACC_191,ACC_231,13.81,2025-10-24 06:21:52.035618,0,TRANSFER
TXN_4218,ACC_718,ACC_526,14.88,2025-10-24 06:24:16.035618,0,TRANSFER
TXN_5293,ACC_657,ACC_556,9.46,2025-10-24 06:32:03.035618,0,TRANSFER
TXN_8609,ACC_356,ACC_947,185.07,2025-10-24 06:34:26.035618,0,TRANSFER
TXN_7985,ACC_748,ACC_987,12.47,2025-10-24 06:41:15.035618,0,TRANSFER
TXN_7261,ACC_950,ACC_564,11.29,2025-10-24 06:44:21.035618,0,TRANSFER
TXN_4666,ACC_225,ACC_989,14.15,2025-10-24 06:52:04.035618,0,TRANSFER
TXN_9403,ACC_709,ACC_12,131.16,2025-10-24 06:53:32.035618,0,TRANSFER
TXN_8086,ACC_285,ACC_179,25.7,2025-10-24 06:54:38.035618,0,TRANSFER
TXN_1441,ACC_455,ACC_788,11.62,2025-10-24 06:59:58.035618,0,TRANSFER
TXN_4009,ACC_458,ACC_943,17.0,2025-10-24 07:15:13.035618,0,TRANSFER
